duration,member,start_hour,dc
725,1,16,1
10836,1,17,1
750,1,7,0
2799,1,10,1
693,1,18,1
576,1,7,1
1147,1,16,1
555,1,20,1
285,1,7,1
1018,1,8,1
175,1,14,1
529,1,9,0
359,1,7,0
1129,0,14,1
319,1,9,1
186,1,12,0
2533,0,17,1
570,1,14,1
5197,0,9,0
1247,0,11,1
143,1,8,1
400,1,15,1
480,1,15,1
808,1,16,0
604,1,17,1
838,1,15,1
258,1,17,1
374,1,20,1
880,1,18,1
1977,1,18,1
233,1,8,0
1924,1,13,1
1004,1,17,1
356,1,20,0
942,1,13,1
1230,1,18,0
757,1,19,1
696,1,22,1
373,1,12,1
329,1,17,1
602,1,19,1
1378,1,16,1
772,0,19,1
424,1,10,1
566,1,18,1
381,1,16,1
279,1,17,1
412,1,16,1
1276,1,15,1
471,1,9,1
382,1,12,1
545,1,19,0
802,1,18,1
3160,0,10,1
938,1,18,1
1090,1,10,1
317,1,16,1
441,1,8,0
893,1,17,1
859,1,23,1
476,1,6,1
924,1,12,1
1563,1,17,1
517,1,9,1
150,1,9,1
531,1,9,1
3664,0,14,1
329,1,21,1
659,1,6,1
923,1,12,1
3983,0,10,1
288,1,20,1
616,1,20,1
785,1,15,1
938,1,14,1
812,1,16,1
358,1,16,1
1001,1,13,1
817,1,22,1
370,1,20,1
307,1,12,1
1532,1,14,1
613,1,13,1
1195,0,19,1
205,1,18,1
816,1,12,1
382,1,17,1
9469,0,17,1
277,1,17,1
734,1,8,1
1098,0,17,1
478,1,10,1
1708,1,18,1
87,1,18,1
314,1,18,1
348,1,7,1
272,1,9,1
1498,1,17,1
1673,1,23,1
1140,1,21,1
177,1,19,1
725,1,9,1
102,1,7,1
4478,1,12,1
739,1,7,1
829,1,15,1
180,1,18,1
506,1,16,1
1446,0,17,1
5162,1,14,1
846,0,13,1
498,1,16,1
1193,1,8,1
271,1,12,0
1475,1,18,1
932,1,13,1
854,1,1,1
529,1,9,1
2336,1,14,0
78,1,8,1
460,1,9,1
333,1,9,1
647,1,16,1
141,1,17,1
905,1,17,1
2119,0,15,1
634,1,18,1
975,1,14,1
434,1,20,1
222,1,6,0
325,1,13,1
740,1,10,1
3004,1,14,0
527,1,12,1
845,1,10,0
12512,0,15,1
2033,1,17,1
1712,1,18,0
249,1,19,1
208,1,5,1
442,1,8,1
292,1,20,1
746,1,16,1
231,1,19,1
386,1,15,1
770,1,13,1
486,1,18,1
1315,1,18,1
1215,1,14,1
5112,0,16,1
445,1,17,1
1798,0,15,0
908,1,9,1
230,1,18,0
487,1,17,1
397,1,19,1
1046,1,7,1
529,1,21,1
559,1,21,1
1251,1,20,1
5555,0,11,0
758,1,19,1
82,1,6,1
231,1,6,1
742,1,17,1
114,1,12,1
286,1,7,1
627,1,10,0
1007,1,13,1
359,1,17,1
180,1,20,0
278,1,18,1
727,1,20,1
1273,1,13,1
755,1,20,1
1317,1,9,1
2172,0,13,1
436,1,8,1
941,1,20,0
763,1,9,1
364,1,8,1
1070,1,10,0
1544,1,15,1
867,1,9,1
422,1,15,1
770,1,12,1
353,1,8,1
1536,1,15,1
324,1,22,1
1207,0,10,0
653,1,16,1
679,1,11,1
832,1,6,1
372,1,20,1
2959,1,19,0
1661,0,19,1
653,1,8,1
856,1,20,1
258,1,10,1
920,0,12,1
987,0,12,1
868,1,17,1
1911,1,6,1
1364,1,14,1
1144,1,19,1
1631,0,19,1
508,1,19,0
743,0,20,1
366,1,2,1
228,1,21,1
1228,1,17,0
718,1,2,1
576,1,7,1
414,1,8,1
452,1,11,1
379,1,12,0
1009,1,8,1
493,1,8,1
303,1,21,1
905,0,22,1
698,0,0,1
1254,0,12,1
132,1,4,1
694,1,7,1
364,1,16,1
690,1,17,1
884,1,17,0
525,1,5,1
485,1,13,1
2454,0,12,1
418,1,15,1
733,1,8,1
430,1,17,1
872,1,15,1
249,1,8,1
1298,1,14,1
1255,1,6,1
192,1,16,1
411,1,16,1
1189,1,8,1
618,1,8,1
789,1,17,1
1403,1,18,1
1947,1,22,1
507,1,19,0
1246,1,18,0
704,1,12,0
1256,1,8,1
1188,1,14,0
3349,1,9,1
1204,1,11,1
254,1,14,1
1470,0,13,1
755,1,18,1
1742,0,16,1
773,0,11,1
1190,0,11,1
2236,0,12,1
743,1,22,1
6364,0,13,1
173,1,19,1
1045,1,17,1
612,0,0,1
364,1,19,1
333,1,14,1
785,0,18,1
583,0,16,1
704,1,8,0
431,1,17,1
695,1,7,1
1005,1,9,1
159,1,9,1
2256,0,17,1
517,1,11,1
1132,1,13,0
191,1,14,0
7997,0,14,1
261,1,5,1
442,1,11,1
1091,1,20,1
496,1,18,1
557,1,18,1
1815,1,18,1
338,1,12,1
477,1,7,1
353,1,16,1
793,1,19,0
1107,0,20,1
420,1,9,1
414,1,19,1
813,1,18,1
837,1,15,1
1580,1,10,0
1211,1,9,1
1069,1,14,1
712,1,20,1
760,0,17,1
202,1,9,1
296,1,17,0
539,1,16,1
252,1,6,1
1369,1,12,1
263,1,8,1
915,1,14,1
1132,1,17,1
815,1,17,1
208,1,12,1
7389,1,19,1
1198,1,17,0
260,1,9,1
310,1,9,1
1620,0,13,1
159,1,8,1
691,1,19,1
344,1,13,1
2367,0,15,1
641,1,15,1
750,1,7,1
393,1,18,1
2641,1,14,1
615,0,21,1
7282,0,12,1
252,1,7,1
283,1,16,1
1123,1,9,1
728,1,16,0
429,1,15,1
1699,0,15,1
1215,1,16,1
187,1,11,1
296,1,8,1
1370,0,13,1
641,0,10,0
720,1,13,1
1190,0,14,1
1083,0,8,0
644,1,12,1
6452,1,19,1
1550,0,22,1
6973,0,17,1
1127,1,16,1
159,1,10,1
233,1,14,1
1089,1,7,1
384,1,21,1
746,1,10,0
6388,0,10,1
756,1,7,1
599,1,11,1
437,1,6,1
1205,0,22,1
1200,1,23,1
188,1,8,0
290,1,5,1
314,1,22,1
412,1,15,1
993,0,14,1
297,1,5,1
237,1,18,1
1745,0,19,1
1495,1,16,1
244,1,6,1
1083,1,13,1
2994,0,13,1
1812,0,13,1
417,1,12,1
297,1,10,1
98,1,12,1
587,1,23,1
1571,0,19,1
627,1,19,1
263,1,13,0
84,1,6,0
1555,1,23,1
949,1,13,1
552,1,17,1
1343,0,8,0
212,1,23,0
2161,0,23,1
351,1,10,1
147,1,22,1
703,1,9,1
2051,1,10,1
479,1,12,1
973,1,17,1
386,1,23,1
644,1,17,1
524,1,13,1
292,1,17,0
1106,0,11,1
913,1,15,1
1030,1,22,1
954,1,20,1
1321,0,10,1
411,1,10,1
966,1,16,1
231,1,16,1
686,1,14,1
703,1,6,1
985,1,8,0
1677,1,19,1
69,1,12,1
505,1,17,1
1879,1,14,1
1117,1,15,1
995,1,12,1
325,1,11,1
865,1,17,1
427,1,19,1
603,1,0,1
328,1,16,0
1348,0,14,0
644,1,13,1
665,1,8,1
1014,1,20,1
640,1,11,1
853,1,6,1
1261,1,23,1
1252,1,16,1
318,1,18,1
330,1,8,0
1235,0,14,1
162,1,14,0
260,1,2,1
560,1,15,1
1116,1,9,1
1262,1,18,1
239,1,11,1
266,1,8,1
524,1,6,1
804,1,16,1
282,1,8,1
1425,0,12,1
1132,1,6,1
1540,0,20,1
339,1,18,0
219,1,21,1
720,1,11,1
933,1,19,0
1466,1,18,0
899,1,9,1
1634,1,17,1
946,1,7,1
429,1,17,1
1282,0,15,1
1476,0,12,1
541,1,19,1
1705,0,16,1
496,1,17,1
549,1,20,1
1224,1,8,1
369,1,15,1
1703,1,14,1
534,1,12,0
350,1,21,1
564,1,22,1
940,1,9,1
751,1,7,1
2038,1,6,1
319,1,7,1
3538,0,12,0
331,1,8,1
1935,0,12,1
541,1,9,1
1265,0,8,0
726,1,8,1
174,1,8,0
140,1,16,0
2790,0,16,1
890,1,8,1
1463,1,17,1
1709,1,18,1
383,1,15,1
4619,0,13,1
663,1,7,0
487,1,8,1
168,1,21,1
457,1,1,1
267,1,6,1
691,1,7,1
800,1,18,1
248,1,17,0
708,0,9,1
579,1,14,1
1086,1,13,1
1104,1,10,1
680,1,9,1
1141,1,14,1
873,1,17,1
156,1,13,1
343,1,13,1
821,1,18,1
899,1,12,0
528,1,19,0
1089,0,12,1
540,1,15,1
860,1,17,1
462,1,14,1
405,1,17,0
1928,1,16,1
1146,1,17,1
295,1,14,1
760,1,6,1
436,1,14,1
3004,1,15,1
1446,0,12,1
2342,0,10,1
1176,1,22,1
1337,1,17,1
82,1,9,1
3168,0,14,1
558,1,17,1
1385,1,9,1
7945,0,19,1
756,1,15,1
1572,1,15,1
377,1,11,1
420,1,13,1
138,1,15,1
468,1,8,1
1576,0,11,1
613,1,8,1
1175,1,7,1
445,1,3,1
439,1,9,1
6735,0,16,1
372,1,5,1
587,1,18,1
185,1,21,1
993,1,11,1
219,1,16,1
494,1,14,1
379,1,19,1
482,1,8,1
249,1,8,1
184,1,16,1
670,1,11,1
1005,1,19,1
838,0,19,1
442,1,18,1
602,1,8,1
219,1,5,1
297,1,11,1
223,1,11,0
356,1,7,1
659,1,8,1
1631,0,15,1
741,1,7,1
1157,1,17,1
354,1,15,1
280,1,6,1
267,1,8,1
505,1,16,1
682,1,18,0
923,1,14,1
1496,1,8,1
549,1,15,1
545,1,18,0
270,1,10,1
310,1,10,1
753,1,8,1
316,1,19,1
2307,1,17,1
842,1,14,1
1810,1,13,1
1432,0,10,1
884,1,18,0
194,1,19,1
194,1,7,1
195,1,16,1
1189,1,19,1
2127,0,0,1
694,1,6,1
708,1,9,1
742,1,8,1
380,1,13,1
310,1,13,1
544,1,17,1
422,1,18,1
420,1,17,1
590,1,4,1
868,1,11,0
585,1,7,0
576,1,8,1
1285,0,22,1
1129,0,10,1
1038,1,18,1
1504,1,13,1
1301,1,8,1
777,1,9,1
1589,1,18,1
807,1,12,1
629,0,12,1
1799,1,15,1
2012,0,11,1
376,1,11,1
240,1,9,1
588,1,17,1
798,1,10,1
402,1,7,1
790,1,22,1
1198,0,11,1
4548,1,19,0
39648,0,20,1
481,1,16,1
1503,1,9,0
217,1,8,1
1004,0,17,1
480,1,20,1
605,1,11,1
958,1,17,1
182,1,12,1
2170,0,16,1
366,1,20,0
729,1,23,1
587,1,7,1
925,1,13,0
474,1,16,1
3275,0,17,1
711,0,13,1
1859,1,8,1
661,1,19,0
842,1,17,1
132,1,13,0
377,1,12,1
325,1,10,1
399,1,7,0
161,1,15,0
380,1,17,1
375,1,21,1
661,1,14,1
498,1,15,1
735,1,11,1
858,1,16,1
839,1,8,1
1527,0,21,1
545,1,10,1
1243,1,17,1
346,1,10,1
432,1,18,0
538,1,13,1
633,1,20,0
331,1,7,1
377,1,8,0
534,1,15,1
2756,1,18,1
1517,1,13,1
218,1,11,1
418,1,8,1
318,1,13,1
507,1,16,1
1337,1,8,1
712,1,7,1
213,1,16,1
700,1,11,1
383,1,11,1
1581,0,13,0
3188,0,16,1
816,1,15,1
720,1,23,0
1461,1,7,1
522,1,21,1
329,1,11,1
147,1,17,1
3870,0,18,0
5889,0,12,1
343,1,11,1
812,1,10,0
502,1,14,1
379,1,9,1
437,1,9,1
696,0,8,1
1489,1,15,1
981,1,12,1
9210,0,3,0
1103,1,9,1
1372,1,10,1
948,1,20,1
401,1,8,1
2313,0,11,0
933,1,11,1
332,1,23,1
209,1,22,1
1635,1,7,1
828,1,8,1
226,1,21,1
587,1,8,1
277,1,15,1
254,1,21,1
456,1,17,1
741,1,17,1
5238,0,21,1
311,1,8,0
215,1,14,1
320,1,17,1
967,1,7,1
525,1,10,1
328,1,18,1
250,1,18,1
569,1,8,1
548,1,11,1
1863,0,9,1
696,1,13,0
798,1,9,0
257,1,4,1
623,1,8,1
1607,1,13,1
250,1,17,1
215,1,18,1
352,1,7,1
889,1,16,1
1454,1,14,1
1010,1,8,1
127,1,8,1
382,1,6,1
523,1,14,1
857,1,16,1
95,1,12,1
389,1,13,0
979,1,16,0
1374,1,18,1
497,1,16,1
845,0,13,1
1085,1,8,0
283,1,12,0
229,1,16,1
1410,1,14,1
1231,1,19,1
457,1,8,0
409,1,18,0
914,1,18,1
122,1,15,1
300,1,11,1
434,1,9,1
722,1,10,1
127,1,17,1
392,1,8,1
348,1,2,1
1591,1,16,1
569,1,12,1
620,1,14,1
839,1,14,1
345,1,18,1
1340,0,12,1
1006,0,16,1
311,1,8,1
1123,1,8,1
406,0,20,0
395,0,17,1
1167,0,23,1
852,1,15,1
442,1,17,1
482,1,18,1
596,1,14,1
264,1,12,1
1277,1,17,1
975,1,15,1
670,1,17,1
317,1,11,1
277,1,17,1
470,1,21,1
1571,1,13,1
1118,1,7,1
784,1,20,1
1344,1,16,1
1695,0,14,1
1212,1,19,1
326,1,8,1
801,1,9,0
429,1,10,1
486,1,20,1
663,1,7,1
2129,1,14,1
789,1,18,1
1840,1,16,1
297,1,7,1
3255,0,16,1
313,1,22,1
1246,1,22,1
1265,1,8,0
327,1,20,0
854,1,8,1
2373,1,12,1
1006,1,14,1
447,1,12,1
655,1,8,1
379,1,6,1
298,1,16,1
518,1,1,1
931,0,13,1
43167,1,0,1
688,1,13,1
121,1,0,1
631,1,18,1
748,1,12,1
1384,0,16,1
969,1,11,1
291,1,8,1
1889,0,13,0
1048,1,8,0
1440,1,8,1
385,1,13,1
336,1,9,1
327,1,12,0
738,1,10,1
8623,0,11,1
441,1,8,1
394,1,10,0
2446,0,14,1
687,1,8,0
1402,1,15,1
873,1,17,1
573,1,14,1
755,1,17,0
1031,1,18,1
1466,0,14,1
561,1,18,1
248,1,14,1
1003,1,8,1
281,1,18,1
439,1,18,1
508,1,7,0
342,1,15,1
113,1,10,1
1890,0,11,1
224,1,18,0
294,1,13,0
170,1,14,1
1307,1,13,1
2270,1,17,1
75,1,8,1
1233,1,19,1
381,1,15,1
929,1,8,1
265,1,5,1
1039,1,18,1
1124,0,21,1
270,1,17,1
877,1,17,1
320,1,16,1
1811,0,15,1
630,1,5,1
332,1,20,1
456,1,17,1
1626,0,8,1
932,1,21,1
850,1,15,1
466,1,11,1
492,1,8,1
220,1,7,1
475,1,14,1
700,1,12,1
239,1,13,0
760,1,12,0
174,1,9,1
580,1,11,1
353,1,18,1
701,1,12,1
193,1,18,1
786,1,20,0
843,1,17,1
943,1,16,0
424,1,7,1
584,1,18,1
1430,1,17,1
173,1,2,1
1228,1,12,1
262,1,1,1
928,1,14,1
704,1,8,1
420,1,19,1
711,0,23,0
469,1,11,1
1390,0,8,1
437,1,17,0
2328,0,23,1
966,1,19,1
564,1,8,0
992,1,17,1
819,1,8,1
1337,1,17,0
664,0,19,0
598,1,13,1
1107,1,10,1
278,1,18,1
358,1,18,1
539,1,17,1
633,1,19,1
276,1,22,1
1201,0,19,1
785,1,2,1
4948,1,14,0
644,0,23,1
973,1,14,1
650,1,22,1
211,1,17,1
227,1,22,1
195,1,12,1
450,1,19,1
820,1,16,1
589,1,17,1
285,1,19,1
1860,1,17,0
731,1,22,1
810,1,14,1
1069,1,11,1
1399,0,15,1
366,0,21,1
7850,0,11,1
704,1,10,1
738,1,13,1
235,1,7,1
4503,1,13,1
227,1,6,1
807,1,17,1
659,1,22,1
244,1,10,0
1733,1,9,1
1082,1,10,0
1248,1,18,1
728,1,17,1
1464,1,10,1
1172,1,9,1
148,1,16,1
662,1,5,1
808,1,12,0
278,1,9,1
613,1,16,1
920,0,13,1
876,1,12,1
1578,0,16,1
861,0,9,1
1393,1,18,1
1240,1,17,1
1391,0,6,1
231,1,16,0
542,1,15,1
864,1,14,0
315,1,17,1
719,1,8,1
197,1,16,0
430,1,10,0
1000,1,19,0
7134,0,16,1
160,1,11,1
1640,0,9,1
454,1,8,1
758,0,7,1
189,1,22,0
976,1,15,1
335,1,9,1
687,1,16,1
1148,0,16,1
601,1,5,1
690,1,11,0
582,1,8,1
389,1,18,1
423,1,8,1
774,1,16,1
427,1,20,1
970,1,7,1
1226,0,13,1
1014,1,10,1
1225,1,15,1
398,1,15,1
3208,0,17,1
574,1,16,1
646,0,20,1
264,1,10,1
300,1,23,1
1219,1,8,1
405,1,8,1
1298,1,7,1
380,1,7,1
1243,1,13,1
6696,1,8,1
802,1,10,1
267,1,8,1
506,1,17,0
656,1,18,1
1222,1,15,1
787,1,16,1
102,1,9,1
367,1,17,1
591,1,11,1
1138,1,8,1
1361,1,16,1
502,1,18,1
1023,1,8,1
496,1,21,1
3192,1,17,1
295,1,15,1
8969,0,15,1
1378,1,20,1
886,0,14,1
1355,1,14,1
809,1,8,1
166,1,19,0
1363,1,15,1
1098,0,19,1
3560,1,17,1
1683,0,15,1
469,1,20,1
1344,0,19,0
1758,0,9,1
788,1,17,0
1409,1,16,1
3693,0,19,1
403,1,15,1
483,1,7,1
1286,0,16,0
248,0,17,1
6299,0,16,1
90,1,9,0
319,1,7,1
415,1,3,0
1401,1,18,1
1337,1,13,1
294,1,15,1
3917,0,15,1
1066,1,9,1
496,1,18,1
1127,1,8,1
5129,0,15,1
505,1,20,1
299,1,8,1
447,1,8,1
423,1,7,1
193,1,7,1
1460,0,1,1
1297,1,18,1
460,1,8,1
11160,0,13,1
153,1,8,0
722,0,20,1
722,0,14,1
1295,1,19,1
967,1,15,1
455,1,8,1
3058,0,11,1
1089,1,18,1
1115,1,17,1
703,0,13,1
1725,0,17,1
3533,0,16,1
186,1,13,1
462,1,11,1
850,1,17,1
2130,1,13,1
771,1,6,1
342,1,6,1
138,1,11,1
277,0,3,1
304,1,12,0
1045,1,15,1
1778,1,17,0
276,1,7,0
557,0,14,1
362,0,20,0
323,1,11,1
2409,0,18,1
890,1,17,1
1090,1,8,1
509,1,8,1
1502,1,7,0
804,1,6,1
1870,1,19,1
486,1,12,1
388,1,10,1
317,1,17,1
661,1,12,0
246,1,12,1
276,1,17,1
756,1,9,1
1110,1,11,1
542,1,16,1
1134,1,17,0
603,1,9,1
140,1,17,1
777,1,16,1
585,1,14,0
956,1,18,1
1442,1,11,1
1284,0,19,1
406,1,7,0
495,1,8,1
334,1,22,1
211,1,17,1
629,1,23,1
2360,0,15,1
80,0,12,1
1005,1,17,1
1198,1,18,1
691,1,7,1
1488,0,12,1
394,1,19,1
440,1,1,1
429,1,13,1
3331,0,11,0
806,1,18,1
1002,0,11,1
1511,1,19,1
414,1,10,1
2117,0,11,1
214,0,12,1
402,1,11,1
547,1,17,1
224,1,1,1
679,1,18,0
1566,1,18,1
1139,0,11,1
672,1,8,1
1526,1,17,1
172,1,7,0
1924,0,12,1
2253,1,19,1
268,1,17,1
779,1,12,0
491,1,16,1
170,1,19,1
2865,0,14,1
1082,0,14,1
219,1,17,0
3209,0,17,1
619,0,17,0
1018,0,16,1
540,0,18,0
1224,0,15,1
1457,1,18,1
879,1,16,1
367,1,6,0
350,1,5,1
841,1,7,1
1014,1,8,1
347,1,18,1
199,1,9,1
668,1,13,1
1489,0,16,1
1114,1,19,1
676,1,6,1
1065,1,8,1
1250,1,6,1
508,1,9,1
1953,1,19,1
1126,1,19,0
648,1,17,1
1250,1,12,0
1836,1,20,1
1604,1,16,1
1706,1,17,1
226,1,8,1
523,0,16,1
425,1,12,1
292,1,6,1
370,1,20,1
378,1,17,1
1217,1,16,1
1428,0,11,0
455,1,8,0
997,1,21,1
199,1,11,1
239,1,22,1
451,1,13,1
452,1,8,1
633,1,21,1
511,0,16,1
937,1,16,1
326,1,21,1
319,1,5,1
843,1,8,0
1174,1,18,1
2664,0,18,1
972,1,17,1
1123,1,12,1
464,1,10,1
283,1,17,1
2867,0,15,1
520,1,14,1
1064,1,15,1
657,1,16,1
1170,1,15,1
922,1,14,1
1439,1,18,1
341,1,19,0
1100,1,15,1
1228,1,14,1
223,1,7,1
480,0,11,1
278,1,18,0
906,1,15,1
2333,1,18,1
1332,0,14,1
759,1,13,1
871,1,8,1
817,1,8,1
349,1,19,1
194,1,12,1
317,1,17,1
669,1,9,1
1565,1,16,1
321,1,10,1
1167,1,18,1
494,1,8,1
1233,1,17,1
656,1,14,1
307,1,7,0
627,1,8,1
316,1,20,1
250,1,13,1
2353,0,17,1
289,1,12,1
811,0,15,1
547,1,22,1
343,1,19,1
1060,1,18,1
718,0,17,1
315,1,10,1
322,1,9,1
1069,0,11,1
481,1,17,1
897,1,14,1
306,1,9,1
232,1,9,0
900,1,16,1
874,1,6,1
355,1,12,1
1452,0,20,1
497,1,10,1
121,1,18,1
114,1,9,0
343,1,17,1
497,1,19,1
939,1,16,0
325,1,9,1
1849,0,13,1
328,1,18,1
848,1,15,1
450,1,9,1
1587,1,13,1
4161,0,10,0
1606,0,13,1
678,1,18,1
214,1,19,0
527,1,10,1
514,1,12,1
2787,1,7,1
443,1,15,1
627,1,19,1
240,1,12,1
171,1,6,1
712,1,12,1
731,1,17,1
364,1,17,0
237,1,9,1
508,1,7,1
452,1,15,1
1082,1,12,1
3345,0,18,1
777,1,10,1
629,1,7,0
602,1,11,1
996,1,19,0
921,1,10,0
466,1,10,1
3408,0,16,1
5454,0,16,1
818,1,9,1
575,1,18,1
1054,1,12,1
352,1,15,1
513,0,19,0
1079,1,10,0
1002,1,19,0
310,1,15,1
532,1,20,1
1388,1,19,1
1611,0,19,1
636,1,17,0
584,1,17,1
605,1,10,1
1614,0,16,1
374,1,18,1
251,1,16,1
1862,0,14,1
2497,0,12,1
1311,1,10,1
1496,0,13,1
288,1,16,1
1336,1,14,1
778,1,14,1
514,1,12,1
1007,0,13,1
3395,1,18,1
1285,1,16,1
279,1,18,1
583,1,11,1
225,1,22,1
1035,1,6,0
415,1,19,1
1023,1,14,1
707,1,18,1
305,1,17,0
805,1,7,1
498,1,12,1
564,1,8,1
1507,0,13,1
186,1,8,1
1186,1,11,1
848,1,11,1
644,1,20,1
1122,1,22,1
482,1,17,1
1715,1,18,1
445,1,9,1
1544,1,12,1
268,1,9,1
702,1,17,1
654,1,13,1
1006,1,14,1
1862,0,20,1
878,1,14,1
726,1,21,0
884,1,16,1
1351,1,18,1
326,1,14,1
2407,1,16,1
885,0,13,1
2453,0,16,1
1173,0,9,1
458,1,8,1
474,1,19,1
329,1,20,1
636,1,10,1
205,1,16,1
395,1,17,1
843,1,16,1
386,1,10,0
474,1,17,1
338,1,10,1
505,1,7,1
268,1,15,1
613,1,9,0
1500,0,16,1
727,0,11,1
1407,0,14,1
313,1,17,1
260,1,7,1
792,1,16,1
369,1,8,1
564,1,12,0
2383,1,11,0
486,1,14,1
2280,1,8,1
353,1,20,1
677,1,18,1
920,0,17,1
348,1,20,1
125,1,9,1
231,1,17,1
437,1,14,1
384,1,8,1
663,1,18,1
660,1,8,1
342,1,8,1
185,1,11,1
1109,1,8,1
2544,0,10,1
4089,1,19,0
536,1,8,1
276,1,18,1
1336,1,10,1
465,1,13,1
976,1,16,1
754,1,8,1
586,0,12,0
183,1,10,1
1407,1,7,1
420,1,16,1
1918,0,15,1
321,1,21,1
1090,1,17,1
952,1,8,1
102,1,19,0
687,1,9,1
619,1,9,1
564,1,19,1
274,1,8,1
877,1,7,1
1233,1,8,1
1579,1,21,1
588,1,10,1
890,0,17,1
475,1,17,0
470,1,15,1
842,1,18,1
1259,1,20,1
4303,1,12,1
819,0,21,1
784,1,17,1
1072,0,18,1
502,1,17,1
9265,0,13,1
1383,1,8,1
1299,0,11,1
1165,1,15,1
1073,1,21,1
433,1,11,1
497,1,20,1
687,1,15,1
446,1,10,1
237,1,8,1
368,1,15,1
429,1,18,1
289,1,8,0
817,1,8,0
258,1,8,1
764,1,17,1
362,1,12,1
1317,1,13,0
392,1,17,1
201,0,23,0
2958,0,12,1
343,1,19,1
343,1,17,1
222,1,11,1
2029,1,23,1
262,1,14,1
2026,1,19,1
590,1,19,1
1694,1,8,1
545,1,15,0
1343,1,16,1
1063,1,9,1
275,1,7,1
478,1,11,1
2177,1,12,1
862,1,10,0
2173,1,13,1
12280,1,8,1
1386,0,19,1
1360,1,18,1
1491,1,6,1
1544,1,0,0
937,1,21,1
1483,0,13,0
731,1,7,1
482,1,9,1
319,1,18,1
415,1,16,1
126,1,9,1
1008,1,12,1
380,1,17,1
748,1,12,0
986,1,11,0
3646,0,19,1
458,1,8,1
111,1,18,1
573,0,12,1
940,1,9,1
623,0,11,1
1482,0,12,1
1297,0,14,1
597,0,22,1
1240,1,18,1
687,1,7,1
897,1,7,1
629,0,12,1
559,1,11,1
1314,0,12,1
939,0,13,1
715,0,21,1
660,1,15,1
919,1,17,1
584,1,15,1
406,1,20,1
162,1,9,0
571,1,7,1
1835,0,16,0
438,1,20,1
506,1,7,1
677,1,18,1
892,1,18,1
684,1,13,1
1385,1,17,1
284,1,17,1
598,1,8,1
345,1,16,1
1132,1,16,1
1200,1,17,1
875,1,7,1
1638,1,17,1
1549,1,17,1
980,1,8,1
734,1,14,1
398,1,6,1
521,1,13,0
1014,1,16,1
361,1,17,1
2107,1,20,1
1097,1,16,1
772,1,10,1
909,1,21,1
786,1,17,1
940,0,18,1
1097,1,5,1
743,1,13,1
1168,1,18,1
1057,1,8,1
639,1,8,1
403,1,17,1
423,1,8,1
457,1,15,1
392,1,9,1
4720,1,13,1
366,1,18,1
891,1,17,1
414,1,9,1
755,1,9,1
146,1,7,0
359,1,12,1
524,1,8,1
215,1,17,1
514,1,9,1
339,1,9,1
1281,1,12,1
6234,1,12,1
1495,0,17,1
624,1,9,1
305,1,7,1
358,1,9,1
1852,1,21,1
708,1,18,1
1211,1,7,1
442,1,20,1
1037,1,21,1
422,1,17,1
870,1,5,1
1268,0,14,1
250,1,12,1
681,1,7,1
119,1,1,1
932,1,18,1
574,1,20,1
1828,1,8,0
612,1,7,1
750,1,8,1
1170,1,7,1
1163,1,8,1
1436,0,14,1
776,0,12,1
1095,1,17,1
361,1,18,1
507,1,16,1
371,1,23,1
328,1,11,1
323,1,20,1
363,1,11,1
481,1,9,1
520,1,6,1
1251,1,22,1
994,1,17,1
2562,1,13,0
751,0,15,1
201,1,7,1
1086,1,8,1
292,0,10,1
358,1,16,1
295,1,12,0
328,1,19,1
190,1,15,1
602,1,8,1
486,1,7,1
204,1,11,1
335,1,15,1
1717,0,21,0
1322,1,15,1
179,1,18,0
347,0,1,1
715,1,8,1
998,1,19,1
843,0,16,1
678,1,17,1
1695,1,7,0
603,1,9,0
331,1,7,1
1441,0,16,1
1203,1,16,1
1209,1,10,1
867,1,8,1
261,1,7,1
3741,0,11,1
841,1,8,1
358,1,6,0
1032,1,16,1
230,1,10,1
399,1,17,1
636,1,23,1
340,1,12,1
306,1,18,0
689,1,12,1
572,1,11,1
837,1,19,1
523,0,17,1
579,0,12,1
1509,1,18,0
832,1,17,0
135,1,17,1
254,1,6,1
339,1,23,1
1176,1,16,1
253,1,21,1
454,0,16,0
1012,1,15,1
654,1,7,1
261,1,6,1
1331,1,18,1
5266,0,22,1
1777,1,12,0
1616,0,10,1
259,1,8,1
466,1,19,1
231,1,8,1
641,1,17,1
1939,1,11,1
832,0,18,1
595,1,13,1
565,1,17,1
832,1,19,1
635,1,14,1
1650,1,11,1
381,1,16,0
745,1,11,1
771,1,18,0
283,1,7,1
4528,0,16,1
958,1,15,1
914,1,17,0
421,1,15,1
322,1,16,1
303,1,18,1
339,1,13,1
1595,1,9,1
1411,1,17,1
567,1,19,1
469,1,18,1
654,1,16,1
668,1,22,1
2512,0,11,1
406,1,14,1
455,1,18,0
583,1,8,1
475,1,17,1
1175,1,14,1
1279,1,10,1
200,1,15,0
1041,0,12,1
358,1,5,1
9738,1,9,1
416,1,15,1
254,1,9,1
771,1,21,1
346,1,5,0
612,1,6,1
1079,0,19,1
790,1,19,1
1226,0,17,1
665,1,18,1
529,1,23,1
1668,1,16,0
1115,1,14,1
2211,1,17,1
979,1,9,0
5015,1,23,1
699,1,20,0
1173,1,7,1
506,1,20,1
254,1,16,1
164,1,19,0
265,1,10,1
636,1,18,1
404,1,12,0
1154,1,7,1
